,tweet_text
1859,"['pretty', 'content', 'nat', 'geo', 'pretty', 'article', 'ipad', 'cooler', 'twitter', 'list', 'current', 'arctic', 'explorer', 'flipboard', 'sxsw']"
7528,"['twitter', 'break', 'ipad', 'follow', 'sxsw', 'hash', 'right', 'wow', 'might', 'nerdiest', 'tweet', 'yet', 'tmsxsw', 'sxsw']"
866,"['technews', 'man', 'panhandle', 'ipad', 'sxsw', 'ûªs', 'world', 'come', 'link', 'tech_news', 'ipad_2', 'sxsw', 'tech']"
8961,"['pdx', 'sxsw', 'tomorrow', 'drop', 'note', 'tmsxsw', 'apple', 'pop', 'retail', 'store', 'epicenter', 'madness']"
7840,"['ipad', 'acquire', 'line', '30a', 'store', 'open', 'ipads', 'within', 'min', 'bad', 'way', 'apple', 'sxsw', 'team']"
6074,"['mention', 'austin', 'convention', 'center', 'today', 'mention', 'fam', 'show', 'new', 'iphone', 'game', 'sxsw']"
5126,"['mention', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw']"
9041,"['sxsw', 'beyondwc', 'analytics', '101', 'google', 'analytics', 'standard', 'use']"
426,"['mobile', 'definitely', 'hot', 'topic', 'year', 'every', 'session', 'stand', 'room', 'next', 'lesson', 'learn', 'build', 'netflix', 'iphone', 'app', 'sxsw']"
189,"['less', 'hour', 'announce', 'detail', 'ipad', 'giveaway', 'sxsw', 'sxswi']"
6823,"['mention', 'tweet', 'register', 'exclusive', 'pass', 'event', 'party', 'ipad', 'sxsw', 'quot', 'give', 'liberty', 'free', 'sxswpass', 'please', 'quot']"
7851,"['steve', 'job', 'position', 'iphone', 'device', 'make', 'china', 'suicide', 'rate', 'high', 'sell', 'dream', 'kawasaki', 'thisisdare', 'sxsw']"
229,"['paraormal', 'activity', 'sanctuary', 'iphone', 'game', 'sketch', 'experience', 'interactivity', 'quot', 'magic', 'lense', 'quot', 'eduar', 'sxsw']"
9006,"['creativity', 'prompt', 'use', 'google', 'map', 'virtually', 'take', 'walk', 'use', 'take', 'kid', 'see', 'memory', 'come', 'courtesy', 'mention', 'sxsw']"
1042,"['right', 'mention', 'app', 'android', 'sweeeeet', 'nice', 'job', 'team', 'sxsw']"
5197,"['mention', 'quot', 'explanation', 'apple', 'continue', 'survival', 'existence', 'god', 'quot', 'guykawasaki', 'sxsw']"
2796,"['nice', 'hear', 'mint', 'com', 'work', 'ipad', 'app', 'ftw', 'sxswi', 'sxsw']"
5497,"['mention', 'sxsw', 'want', 'win', 'ipad', 'get', 'case', 'mention', 'mention', 'mentionr']"
1906,"['pack', 'bag', 'sxsw', 'take', 'dell', 'laptop', 'sorry', 'richard', 'mercy', 'torch', 'iphone', 'webmail', 'suppose', 'cheer']"
7930,"['good', 'time', 'mashable', 'google', 'aclu', 'awesome', 'sxsw']"
802,"['google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'mention', 'link', 'via', 'mention', 'sxsw', 'curious']"
1488,"['brilliant', 'hope', 'plenty', 'ipads', 'mention', 'apple', 'open', 'pop', 'shop', 'sxsw', 'report', 'link', 'sxsw']"
7135,"['mention', 'like', 'ipad', 'line', 'sxsw', 'could', 'sell', 'space', 'exercise', 'class', '900']"
3411,"['music', 'happen', 'sxsw', 'lamewad', 'promo', 'fest', 'zappos', 'apple', 'samsung', 'etc']"
1129,"['actually', '150m', 'google', 'map', 'mobile', 'include', 'desktop', 'sxsw']"
6225,"['mention', 'take', 'survey', 'iphone', 'starbucks', 'line', 'get', 'free', 'sbux', 'gift', 'card', 'instant', 'research', 'instant', 'gratification', 'sxsw']"
5830,"['mention', 'google', 'look', 'social', 'signal', 'search', 'result', 'qagb', 'sxsw']"
2209,"['marissa', 'mayer', 'sxsw', '150', 'million', 'people', 'use', 'google', 'map', 'mobile', 'device', 'since', 'aug', '2010', 'link']"
5265,"['mention', 'sxsw', 'uxdes', 'check', 'design', 'ipad', 'interface', 'new', 'navigation', 'schema', 'sxsw', 'link']"
8164,"['mention', 'sxsw', 'first', 'lecture', 'phone', 'turn', 'stove', 'http', 'bit', 'reword_app', 'sxsw', 'reword', 'appstore']"
2898,"['wonder', 'google', 'impactdashboard', 'demo', 'become', 'part', 'google', 'analytics', 'bavcid', 'sxsw']"
8230,"['great', 'free', 'music', 'free', 'track', 'sxsw', 'music', 'sampler', 'available', 'mention', 'mention']"
5098,"['mention', 'mention', 'mention', 'sxsw', 'quot', 'apple', 'come', 'cool', 'technology', 'one', 'ever', 'hear', 'conference', 'quot']"
8724,"['helpful', 'austin', 'relay', 'user', 'impart', 'useful', 'recon', 'info', 'sxsw', 'apple', 'store', 'location', 'thanks', 'phil', 'link']"
2145,"['wonder', 'percentage', 'sxsw', 'interactive', 'participant', 'iphone', 'gotta', 'high']"
6070,"['mention', 'pay', 'ipad', 'person', 'get', 'zaarly', 'referral', 'march', '12th', 'win', 'sxsw', 'link']"
3018,"['iphone', 'user', 'sxsw', 'gps', 'stick', 'one', 'new', 'geo', 'app', 'update', 'foursquare', 'gowalla']"
1633,"['mention', 'mention', 'take', 'google', 'tour', 'tomorrow', 'stay', 'bay', 'area', 'tom', 'night', 'fly', 'au', 'first', 'thing', 'sxsw']"
7814,"['blackberry', 'user', 'must', 'feel', 'like', 'loser', 'sxsw', 'clearly', 'iphone', 'crowd', 'baby']"
4122,"['nice', 'apple', 'open', 'pop', 'store', 'sxsw', 'across', 'office', 'link']"
157,"['mention', 'sxsw', 'lonelyplanet', 'austin', 'guide', 'iphone', 'free', 'limited', 'time', 'link', 'travel']"
2517,"['model', 'one', 'mention', 'sxsw', 'quot', 'apple', 'come', 'cool', 'tech', 'one', 'ever', 'hear', 'cuz', 'conference', 'quot']"
3775,"['hey', 'mention', 'great', 'coffee', 'link', 'link', 'nice', 'meet', 'sxsw']"
6147,"['mention', 'ipad', 'queue', 'epic', 'sxsw', 'link']"
2880,"['note', 'self', 'downside', 'tweet', 'white', 'ipad', 'expect', 'mock', 'mention', 'sxsw']"
8103,"['google', 'test', 'shade', 'blue', 'link', 'color', 'make', 'difference', 'scale', 'nuance', 'really', 'matter', 'sxsw']"
2442,"['google', 'bing', 'page', 'rank', 'panel', 'ridiculously', 'crowd', 'franken', 'justin', 'timberlake', 'sxsw', 'link']"
7641,"['quot', 'reason', 'google', 'social', 'technical', 'quot', 'sxsw', 'comment']"
4641,"['ipad', 'lounge', 'recharge', 'coffee', 'h2o', 'ipad', 'art', 'show', 'free', 'daily', 'sxsw', '106', '8th', 'congress', 'austin', 'detail', 'link']"
2373,"['quot', 'narcissism', 'amp', 'challenge', 'page', 'quot', 'link', 'couple', 'quot', 'google', 'spam', 'problem', 'quot', 'link', 'explain', 'circle', 'quot', 'bite', 'quot', 'sxsw']"
4031,"['feel', 'well', '106', '1st', 'day', 'mention', 'sxsw', 'ipad', 'store', 'sell', 'everything', 'except', '64gig', 'wifi', 'white']"
6464,"['mention', 'ipad', 'quot', 'arm', 'giant', 'meat', 'pointer', 'quot', 'hilarious', 'mention', 'sxsw']"
4422,"['lesson', 'google', 'one', 'pas', 'digital', 'environment', 'user', 'want', 'purchase', 'across', 'every', 'platform', 'one', 'tool', 'sxsw', 'elonsxsw']"
5685,"['mention', 'worry', 'guy', 'find', 'iphone', 'charger', 'deal', 'hipster', 'beard', 'right', 'sxsw']"
4160,"['first', 'line', 'mention', 'sxsw', 'mention', 'store', 'ipad2', 'mention', 'apple', 'store', 'sxsw', 'pic', 'link']"
6628,"['mention', 'mention', 'wonder', 'street', 'closure', 'sxsw', 'make', 'google', 'map', 'show', 'link', 'sxsw', 'austin']"
2933,"['mention', 'mention', 'geek', 'need', 'somewhere', 'downtown', 'line', 'get', 'ipad', 'drop', 'sxsw']"
848,"['tech', 'one', 'lone', 'dude', 'await', 'ipad_2', 'apple', 'ûªs', 'sxsw', 'store', 'apple', 'likely', 'expect', 'big', 'crowd', 'forming', 'link', 'technology']"
7671,"['mention', 'respectfully', 'disagree', 'iphone', 'battery', 'life', 'problem', 'ubiquitous', 'seem', 'project314', 'sxsw']"
7460,"['lbs', 'apps', 'iphone', 'think', 'orlando', 'guess', 'check', 'disney', 'sxsw']"
3152,"['show', 'ipad', 'sxsw', 'pretty', 'much', 'like', 'show', 'puppy', 'anywhere', 'else', 'get', 'fawn', 'attention', 'dont']"
9056,"['mention', 'go', 'google', 'announcement', 'mention', 'sxsw', 'today', 'would', 'love', 'realtime', 'reaction', 'circle', 'link']"
757,"['google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'link', 'sxsw']"
5091,"['mention', 'mention', 'google', 'think', 'make', 'fast', 'aim', 'product', 'day', 'one', 'agileagency', 'sxsw']"
5328,"['mention', 'uxdes', 'mention', 'glad', 'standard', 'ipad', 'navigation', 'tool', 'might', 'one', 'sxsw']"
2922,"['spot', 'dennis', 'crowley', 'aka', 'mention', 'founder', '4sq', 'talk', 'mention', 'google', 'sxsw', 'location', 'heavyweight']"
2730,"['third', 'time', 'charm', 'google', 'launch', 'new', 'social', 'network', 'sxsw', 'cnet', 'news', 'link']"
9005,"['lonely', 'planet', 'iphone', 'app', 'guide', 'austin', 'free', 'week', 'sxsw']"
2062,"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'sxsw', 'mention', 'link']"
550,"['hey', 'sxsw', 'goer', 'droppin', 'survival', 'tip', 'week', 'help', 'get', 'rock', 'best', 'hangover', 'cure', 'tamale', 'house', 'link']"
4005,"['mention', 'kenya', 'ask', 'blog', 'may', 'tomorrow', 'apple', 'pop', 'store', 'come', 'sxsw']"
7776,"['mention', 'confirm', 'new', 'ipad', 'come', 'september', 'link', 'apple', 'iphone', 'ipad', 'sxsw']"
8147,"['yet', 'sxsw', 'ipad', 'pop', 'store', 'flawless', 'mention', 'apple', 'ipad', 'launch', 'poor', 'plan', 'apple', 'ûªs', 'part', 'link']"
4976,"['mention', 'ipad', 'come', 'sxsw', 'badge', 'mention']"
7665,"['google', 'prepare', 'launch', 'socialmedia', 'ûïcircles', 'sxsw', 'maybe', 'link', 'via', 'mention']"
5168,"['mention', 'quot', 'apple', 'elegant', 'fascist', 'company', 'america', 'quot', 'flipboard', 'sxsw']"
1260,"['switch', 'office', 'ipad', 'next', 'session', 'flipboard', 'gamechanger', 'pass', 'fad', 'mention', 'like', 'one', 'sxsw']"
6459,"['mention', 'qrafter', 'well', 'pay', 'free', 'code', 'apps', 'scan', 'vcards', 'also', 'download', 'qrcode', 'iphone', 'sxsw']"
8678,"['google', 'quot', 'challenge', 'stay', 'true', 'originally', 'build', 'big', 'amp', 'successful', 'brand', 'experimentation', 'amp', 'move', 'fast', 'sxsw', 'link']"
6496,"['mention', 'mention', 'social', 'important', 'google', 'screw', 'big', 'launch', 'circus', 'link', 'via', 'mention', 'sxsw']"
1025,"['technews', 'privacy', 'could', 'headline', 'google', 'circle', 'social', 'link', 'tech_news', 'aclu', 'google_circles', 'social_network', 'sxsw', 'tech']"
753,"['google', 'launch', 'circle', 'social', 'network', 'sxsw', 'link']"
2923,"['happens', 'google', 'party', 'stay', 'google', 'party', 'wait', 'inbox', 'wakeup', 'sxsw']"
4289,"['game', 'launch', 'iphone', 'scavenger', 'hunt', 'link', 'via', 'mention', 'mention', 'sxsw']"
1952,"['mention', 'also', 'sxsw', 'iphone', 'use', 'mention', 'site', 'check']"
8574,"['sxsw', 'toolkit', 'laptop', 'charger', 'iphone', 'h2o', 'bike', 'amp', 'shade', 'walk', 'apple', 'touch', 'rei', 'sxswtoolkit']"
352,"['mention', 'bad', 'apple', 'show', 'late', 'process', 'poo', 'poos', 'idea', 'leave', 'early', 'even', 'quot', 'creative', 'quot', 'busy', 'gamestorming', 'sxsw']"
1512,"['omarg', 'rumor', 'apple', 'open', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', 'launch', 'link']"
5066,"['mention', 'mention', 'get', 'look', 'sxsw', 'rumor', 'apple', 'quot', 'pop', 'quot', 'store', 'austin', 'link']"
5970,"['mention', 'head', 'link', '1pm', 'cst', 'today', 'win', 'vip', 'access', 'acoustic', 'solo', 'set', 'sxsw', 'tonight', 'alguien', 'ahi']"
4835,"['awesome', 'mention', 'head', 'austin', 'sxsw', 'check', 'map', 'newbie', 'link', 'mention', 'enjoy']"
702,"['cool', 'iphone', 'app', 'launch', 'sxsw', 'flypost', 'community', 'bulletin', 'board', 'location', 'learn', 'link', 'link']"
6619,"['mention', 'mention', 'interrupt', 'regularly', 'schedule', 'sxsw', 'geek', 'program', 'big', 'news', 'link', 'google', 'circle']"
4718,"['think', 'shoulda', 'go', 'sxsw', 'year', 'first', 'year', 'ipad', 'could', 'interest', 'session', 'sxsw']"
562,"['google', 'circle', 'launch', 'link', 'quot', 'may', 'good', 'time', 'give', 'twitter', 'sxsw']"
2319,"['ipad', 'calendar', 'frankeninterface', 'design', 'one', 'interface', 'metaphor', 'use', 'another', 'tapworthy', 'sxsw']"
7177,"['get', 'real', 'apple', 'store', 'sxsw', 'link']"
5455,"['mention', 'apple', 'pop', 'store', 'sxsw', 'pop', 'genius', 'bar', 'everywhere']"
3510,"['want', 'buy', 'ipad2', 'temporary', 'apple', 'store', 'open', 'austin', 'sxsw', 'link']"
2693,"['league', 'extraordinary', 'h4ckers', 'present', 'mention', 'lightning', 'talk', 'technology', 'sxsw', 'mention', 'speakeasy', 'link']"
3449,"['nick', 'time', 'get', 'iphone', 'eventseekr', 'app', 'sxsw', 'link']"
1048,"['mention', 'mention', 'mayer', 'google', 'search', 'local', 'information', 'sxsw']"
3724,"['go', 'sxsw', 'today', 'share', 'photo', 'video', 'ireport', 'link', 'cnn', 'iphone', 'app']"
415,"['read', 'article', 'google', 'say', 'rumor', 'mention', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'link', 'sxsw']"
6082,"['mention', 'really', 'sxsw', 'mess', 'make', 'money', 'instead', 'bet', 'someone', 'leave', 'ipad', 'queue']"
4100,"['quot', 'apple', 'open', 'temporary', 'store', 'austin', 'sxsw', 'ipad', 'launch', 'quot', 'link', 'sxsw']"
4933,"['google', 'rooftop', 'hack', 'party', 'lego', 'mindstorms', 'sxsw', 'mention', 'speakeasy', 'rooftop', 'link', 'photo']"
5071,"['mention', 'mention', 'sxsw', 'official', 'iphone', 'app', 'link', 'enjoy', 'sxsw']"
8680,"['quot', 'design', 'ipad', 'interface', 'new', 'navigation', 'schema', 'quot', 'acc', 'head', 'quot', 'future', 'touch', 'quot', 'panel', 'track', 'mind', 'sxsw', 'sxswlib11']"
1470,"['link', 'edchat', 'musedchat', 'sxsw', 'sxswi', 'classical', 'newtwitter', 'mention']"
3863,"['quantter', 'launch', 'iphone', 'app', 'soon', 'participate', 'launchrock', 'comp', 'sxsw', 'link']"
5479,"['mention', 'apple', 'open', 'temporary', 'store', 'sxsw', 'interest', 'link']"
7748,"['mention', 'mention', 'gary', 'start', 'new', 'show', 'quot', 'daily', 'grape', 'quot', 'iphone', 'mention', 'thankyouecon', 'sxsw']"
2272,"['quotable', 'mention', 'quot', 'apple', 'elegant', 'fascist', 'company', 'america', 'quot', 'flip', 'board', 'sxsw']"
1584,"['google', 'mention', 'envisions', 'location', 'base', 'future', 'link', 'sxsw', 'location', 'link']"
1413,"['sxsw', 'gamification', 'ipad', 'design', 'mobile', 'banking', 'amp', 'marketing', 'link', 'artikelen', 'dossier', 'event', 'mediapers']"
6301,"['mention', 'marissa', 'mayer', 'google', 'connect', 'digital', 'amp', 'physical', 'world', 'mobile', 'link', 'sxsw', 'cm48']"
2882,"['believe', 'build', 'sxsw', 'apple', 'store', 'day', 'link']"
1723,"['google', 'sxsw', 'party', 'theme', 'quot', 'party', 'like', '1986', 'quot', 'mention', 'maggie', 'mae', 'pic', 'link']"
3434,"['wow', 'apple', 'popup', 'store', 'downtown', 'austin', 'real', 'let', 'sxsw']"
3405,"['mention', 'haha', 'yeah', 'call', 'google', 'circle', 'learn', 'tonight', 'sxsw']"
1508,"['world', 'large', 'ipad', 'sxsw', 'link']"
5613,"['mention', 'check', 'new', 'mention', 'app', 'link', 'gonna', 'huge', 'next', 'week', 'sxsw', 'beyond']"
8291,"['gawk', 'makeshift', 'apple', 'store', 'sxsw', 'sxswi', 'mention', 'apple', 'store', 'sxsw', 'link', 'photo']"
1322,"['leave', 'white', 'iphone', 'cab', 'austin', 'sxsw', 'internet', 'please', 'help']"
843,"['line', 'temp', 'apple', 'store', 'austin', 'yet', 'sxsw']"
1147,"['best', 'sxsw', 'mobile', 'app', 'android', 'app', 'make', 'panel', 'party', 'agenda', 'offline', 'use', 'get']"
8143,"['qagb', 'sxswi', 'mention', 'despite', 'draw', 'giant', 'crowd', 'google', 'bing', 'amp', 'discussion', 'inside', 'baseball', 'sxsw']"
8714,"['use', 'google', 'map', 'mobile', 'marissa', 'mayer', 'sxsw']"
464,"['even', 'begin', 'apple', 'win', 'sxsw', 'past', 'week', 'ûªs', 'major', 'dilemma', 'link']"
4078,"['sxsw', 'apple', 'ipad2', 'line', 'take', 'less', 'minute']"
2651,"['anyone', 'go', 'sxsw', 'first', 'time', 'free', 'lonely', 'planet', 'austin', 'guide', 'iphone', 'tinyurl', 'com', '6gjmypj']"
8013,"['itunes', 'music', 'store', 'free', 'sxsw', 'music', 'sampler', 'sxsw', 'feature', 'artist', 'link', 'itunes', 'sxsw']"
8597,"['get', 'lose', 'try', 'fond', 'apple', 'store', 'austin', 'mention', 'instead', 'sxsw']"
7959,"['mention', 'saw', 'go', 'sxsw', 'dwnld', 'groundlink', 'app', 'amp', 'ride', 'austin', 'airport', 'link', 'see', 'booth', '437']"
3804,"['domo', 'io', 'android', 'get', 'release', 'mention', 'domo', 'tonchidot', 'boom', 'sxsw']"
5207,"['mention', 'apple', 'head', 'sxsw', 'set', 'temporary', 'store', 'austin', 'link', 'news', 'sxsw', 'bastard', 'bring', 'temptation']"
379,"['anyone', 'bring', 'ipad', 'computer', 'sxsw']"
6747,"['mention', 'ipad', 'take', 'sxsw', 'video', 'link']"
1336,"['quot', 'pop', 'apple', 'store', 'quot', 'come', '6th', 'street', 'south', 'congress', 'sxsw', 'atx']"
1224,"['listen', 'google', 'nadya', 'direkova', 'use', 'game', 'mechanic', 'create', 'user', 'engagement', 'social', 'web', 'apps', 'link', 'sxsw']"
3594,"['lady', 'alice', 'apple', 'siggi', 'skyr', 'epic', 'sxsw', 'snack']"
7559,"['preview', 'track', 'showcasing', 'artist', 'musician', 'sxsw', 'downloadable', 'torrent', 'link']"
1351,"['first', 'zlf', 'assignment', 'link', 'code', 'valid', '59a', 'infektd', 'sxsw', 'zlf']"
7718,"['special', 'promo', 'sxsw', 'attendee', 'link', 'meetchu', 'quick', 'contact', 'capture', 'lykwxhpyterh', 'tt66h9tjn4ye', 'rt6n79xp37ff', 'typ63mmam7w3']"
1812,"['great', 'idea', 'behind', 'circle', 'mention', 'amp', 'mention', 'google', 'launch', 'secret', 'new', 'social', 'network', 'call', 'circle', 'link', 'sxsw']"
3893,"['sxsw', 'miss', 'marissa', 'mayer', 'mention', 'yesterday', 'presentation', 'available', 'anywhere', 'sure', 'stream']"
8212,"['crazy', 'apple', 'open', 'temporary', 'store', 'austin', 'tomorrow', 'handle', 'rabid', 'sxsw', 'eye', 'pad', 'seeker']"
4382,"['seattle', 'sxsw', 'peep', 'today', 'replacement', 'iphone', 'hand', 'back', 'action']"
1895,"['sxsw', 'ipad2', 'come', 'buy', 'mention', 'apple', 'open', 'store', 'near', 'sxsw', 'ipad', 'release', 'link']"
8438,"['line', 'ipad', 'apple', 'store', 'demo', 'unit', '5pm', 'sxsw', 'link', 'link']"
5170,"['mention', 'quot', 'apple', 'elegant', 'fascist', 'corporation', 'america', 'today', 'quot', 'kara', 'swisher', 'sxsw', 'flipboard']"
2629,"['iphone', 'battery', 'make', 'mention', 'sxsw']"
8139,"['sxsw', 'ipad', 'think', 'win']"
6180,"['mention', 'rumor', 'apple', 'open', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', 'launch', 'link']"
3338,"['rumor', 'google', 'launch', 'new', 'social', 'network', 'call', 'circle', 'today', 'sxswi', 'sxsw', 'link']"
1190,"['anyone', 'think', 'go', 'walk', 'around', 'sxsw', 'old', 'inferior', 'ipad', 'ipad', 'release', 'well', 'wrong']"
3003,"['sxsw', 'interactive', 'google', 'mobile', 'future', 'elusive', 'power', 'ofåêhere', 'link', 'via', 'mention']"
899,"['brilliant', 'move', 'apple', 'even', 'begin', 'apple', 'win', 'sxsw', 'link']"
3625,"['wonder', 'front', 'camera', 'back', 'camera', 'use', 'ratio', 'different', 'btwn', 'ipad', 'iphone', 'sxsw']"
4327,"['ipad', 'mention', 'deck', 'mention', 'mention', 'kill', 'sxsw']"
6908,"['mention', 'launching', 'product', 'sxsw', 'plenty', 'else', 'join', 'h4ckers', 'amp', '80', 'dancing', 'link']"
6968,"['mention', 'woo', 'hoo', 'mention', 'finally', 'back', 'iphone', 'link', 'sxsw']"
2717,"['nice', 'simple', 'idea', 'mention', 'hello', 'holler', 'gram', 'get', 'know', 'mention', 'new', 'ipad', 'app', 'link', 'hollergram', 'sxsw']"
8105,"['sxsw', 'monster', 'mash', 'ipad', 'plush', 'giveaway', 'link']"
2847,"['see', 'google', 'new', 'social', 'network', 'quot', 'circle', 'quot', 'today', 'link', 'sxsw', 'sxswi']"
8113,"['touchingstories', 'quot', 'compare', 'magazine', 'jargon', 'interactive', 'jargon', 'translate', 'ipad', 'app', 'quot', 'sxsw']"
5560,"['mention', 'best', 'thing', 'heard', 'sxsw', 'quot', 'give', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot', 'mention', 'mention']"
6146,"['mention', 'ipad', 'line', 'easily', '300', 'deep', 'sxsw', 'link']"
1031,"['mention', 'qik', 'video', 'connect', 'plus', 'launch', 'today', 'get', 'live', 'video', 'chat', 'video', 'mail', 'share', 'live', 'video', 'twitter', 'sxsw', 'make', 'ipad']"
3545,"['mention', 'fully', 'expect', 'quot', 'ipad', 'sham', 'quot', 'sxsw']"
3591,"['hipstamatic', 'free', 'sxsw', 'pack', 'march', 'sxsw', 'austin', 'iphone', 'photo', 'link']"
6632,"['mention', 'mention', '150', 'million', 'mobile', 'user', 'google', 'map', 'google', 'map', 'usage', 'mobile', 'device', 'map', 'sxsw']"
2861,"['google', 'see', 'future', 'evolve', 'mobile', 'social', 'local', 'converge', 'yield', 'even', 'relevant', 'result', 'sxsw']"
1756,"['quadroid', 'qualcomm', 'android', 'call', 'platform', 'next', 'decade', 'wintel', 'sxsw', 'cloud']"
5297,"['mention', 'sxsw', 'guy', 'front', 'panel', 'ipad', 'etch', 'sketch', 'case', 'device', 'wonder', 'iusxsw']"
232,"['spent', 'aftrnoon', 'frozen', 'lake', 'photograph', 'brother', 'scott', 'amp', 'mention', 'team', 'catch', 'sxsw', 'th', 'weeknd', 'link']"
8427,"['apple', 'classy', 'facist', 'company', 'america', 'kara', 'swish', 'sxsw']"
6848,"['mention', 'via', 'mention', 'still', 'big', 'line', 'outside', 'apple', 'pop', 'shop', 'day', 'ipad', 'debut', 'sxsw']"
4481,"['gonna', 'leave', 'sxsw', 'tomorrow', '5pm', 'purchase', 'ipad2', 'map', 'store', 'link']"
3107,"['amaze', 'new', 'app', 'mobil', 'worker', 'link', 'mention', 'iphone', 'app', 'telework', 'sxsw']"
7492,"['google', 'map', 'street', 'view', 'car', 'sight', 'sxsw', 'link']"
6438,"['mention', 'people', 'session', 'take', 'photo', 'ipad', 'air', 'doingitwrong', 'sxsw']"
2549,"['mention', 'get', 'bonus', 'point', 'collect', 'color', 'glow', 'dark', 'google', 'cup', 'googlekillsit', 'sxsw']"
2318,"['ipadi', 'alacagimiz', 'yer', 'belli', 'oldu', 'apple', 'open', 'pop', 'shop', 'austin', 'sxsw', 'link', 'via', 'mention', 'mention']"
3853,"['get', 'app', 'mention', 'fast', 'mention', 'new', 'ubersocial', 'iphone', 'app', 'store', 'include', 'uberguide', 'sxsw']"
1516,"['google', 'scale', 'tiny', 'change', 'even', 'color', 'blue', 'meaningful', 'optimum', 'shade', 'blue', 'link', 'sxsw', 'mention']"
217,"['rumor', 'monger', 'good', 'read', 'google', 'circle', 'preview', 'mention', 'sxsw', 'link', 'mention', 'via', 'mention', 'socbiz']"
8228,"['funny', 'even', 'cnn', 'say', 'stay', 'clear', 'austin', 'apple', 'store', 'friday', 'ipad', 'launch', 'cuz', 'sxsw', 'link']"
2264,"['mention', 'best', 'thing', 'heard', 'sxsw', 'quot', 'give', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'mention', 'mention', 'sxswgood']"
5427,"['mention', 'apple', 'head', 'sxsw', 'set', 'temporary', 'store', 'austin', 'link', 'anyone', 'confirm', 'nisxsw', 'sxsw', 'ipad2']"
7296,"['set', 'pop', 'shop', 'mention', 'sxsw', 'smart', 'move', 'ipad', 'imho', 'developer', 'matter', 'ipad', 'link']"
8104,"['poster', 'saw', 'mention', 'quot', 'google', 'tweet', 'quot', 'new', 'quot', 'think', 'speak', 'quot', 'mark', 'belinsky', '911tweets', 'panel', 'sxsw']"
894,"['hootsuite', 'mobile', 'sxsw', 'update', 'iphone', 'blackberry', 'amp', 'android', 'whether', 'ûªre', 'get', 'friendly', 'link']"
3020,"['apple', 'offer', 'original', 'ipad', 'donation', 'program', 'link', 'entry', 'friend', 'house', 'sxsw']"
1851,"['learn', 'google', 'doodle', 'doodle', 'light', 'funny', 'amp', 'innovative', 'exception', 'significant', 'occasion', 'googledoodle', 'sxsw']"
8705,"['pressure', 'ahem', 'excuse', 'buy', 'mount', 'mention', 'ipad', 'must', 'gadget', 'sxsw', 'link', 'via', 'mention']"
6127,"['mention', 'ipad', 'design', 'headache', 'take', 'two', 'tablet', 'call', 'panel', 'excite', 'hear', 'mention', 'live', 'sxsw']"
325,"['sxsw', 'meet', 'author', 'host', 'android', 'devs', 'sit', '30pm', 'hilton', 'room', '615ab']"
1216,"['listen', 'furby', 'choir', 'superhappydevhouse', 'sxsw', 'google']"
5649,"['mention', 'crisiscommons', 'monitor', 'collection', 'datasets', 'call', 'volunteer', 'issue', 'link', 'sxsw', 'japanquake']"
5061,"['mention', 'mention', 'link', 'help', 'forward', 'doc', 'anonymous', 'account', 'techie', 'amp', 'ppl', 'help', 'jam', 'libya', 'sxsw']"
1130,"['hahahahah', 'funny', 'mention', 'never', 'see', 'many', 'head', 'turn', 'one', 'point', 'someone', 'apple', 'ask', 'question', 'reid', 'hoffman', 'sxsw']"
8609,"['iphone', 'battery', 'die', 'nooooooooooooooo', 'sxsw']"
2628,"['iphone', 'battery', 'fully', 'recharge', 'courtesy', 'mention', 'charge', 'anywhere', 'find', 'mention', 'sxsw', 'amp', 'charge', 'fly']"
7582,"['google', 'circle', '______', 'sxsw']"
209,"['mention', 'google', 'spreadsheet', '270', 'party', 'sxsw', 'year', 'o_o', 'link', 'mention', 'plan', 'go', 'sxsw', 'party']"
7964,"['mention', 'say', 'google', 'likely', 'launch', 'new', 'social', 'site', 'today', 'call', 'circle', 'make', 'influencers', 'hard', 'distinguish', 'sxswi', 'sxsw']"
799,"['google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'sxsw', 'link', 'sxsw', 'nfusion']"
8270,"['almost', 'get', 'plowed', 'stampede', 'woo', 'apple', 'employee', 'run', 'open', 'store', 'sxsw']"
735,"['posterous', 'join', 'sxsw', 'pile', 'posterous', 'event', 'iphone', 'techcrunch', 'link', 'sxsw']"
2862,"['good', 'meet', 'see', 'mention', 'forget', 'mindjet', 'give', 'away', 'ipad', 'best', 'mindmanager', 'map', 'sxswi', 'detail', 'link']"
